flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,duration_hours
AZ2669,Alitalia,Leonardo da Vinci International,Rome,Italy,3:25 AM,Charles de Gaulle,Paris,23.97
KE2522,Korean Air,Incheon International,Seoul,South Korea,9:20 AM,Haneda,Tokyo,10.06
AF1042,Air France,Charles de Gaulle,Paris,France,11:44 AM,Frankfurt Airport,Frankfurt,4.0
AM6488,Aeroméxico,Benito Juárez International,Mexico City,Mexico,7:19 AM,O'Hare International,Chicago,11.44
AC5159,Air Canada,Toronto Pearson,Toronto,Canada,2:55 AM,John F. Kennedy International,New York,23.47
KL8106,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,4:50 AM,Charles de Gaulle,Paris,10.63
ET1878,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,9:19 PM,Amsterdam Airport Schiphol,Amsterdam,1.45
DL2968,Delta Air Lines,John F. Kennedy International,New York,USA,1:22 AM,Hartsfield-Jackson Atlanta,Atlanta,2.15
AV4562,Avianca,El Dorado International,Bogotá,Colombia,12:17 PM,O'Hare International,Chicago,5.05
KE5983,Korean Air,Incheon International,Seoul,South Korea,8:02 PM,Haneda,Tokyo,21.6
AC7203,Air Canada,Toronto Pearson,Toronto,Canada,9:21 PM,Hamad International,Doha,8.31
AZ7072,Alitalia,Leonardo da Vinci International,Rome,Italy,1:31 AM,Charles de Gaulle,Paris,3.38
NZ5791,Air New Zealand,Auckland Airport,Auckland,New Zealand,6:47 PM,Toronto Pearson,Toronto,22.6
AM7303,Aeroméxico,Benito Juárez International,Mexico City,Mexico,2:39 PM,O'Hare International,Chicago,10.78
KL5768,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,4:55 PM,Charles de Gaulle,Paris,9.24
AA5562,American Airlines,John F. Kennedy International,New York,USA,8:31 AM,Hartsfield-Jackson Atlanta,Atlanta,17.93
WN1265,Southwest Airlines,Los Angeles International,Los Angeles,USA,3:30 AM,Vancouver International,Vancouver,20.96
EK9909,Emirates,Dubai International,Dubai,UAE,6:48 AM,Hamad International,Doha,4.09
SK3439,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,7:38 AM,Adolfo Suárez Madrid–Barajas,Madrid,11.92
AA3263,American Airlines,John F. Kennedy International,New York,USA,12:05 PM,Hartsfield-Jackson Atlanta,Atlanta,11.09
SA2979,South African Airways,O.R. Tambo International,Johannesburg,South Africa,8:23 AM,Charles de Gaulle,Paris,13.32
TG3060,Thai Airways,Suvarnabhumi,Bangkok,Thailand,12:10 AM,Changi,Singapore,19.57
KE4403,Korean Air,Incheon International,Seoul,South Korea,5:59 AM,Haneda,Tokyo,2.83
LH6315,Lufthansa,Frankfurt Airport,Frankfurt,Germany,2:17 PM,O.R. Tambo International,Johannesburg,6.5
BA4260,British Airways,Heathrow,London,UK,11:44 PM,Charles de Gaulle,Paris,18.98
ET4108,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,4:24 PM,Hamad International,Doha,16.43
AM7303,Aeroméxico,Benito Juárez International,Mexico City,Mexico,5:35 AM,O'Hare International,Chicago,14.17
AF9045,Air France,Charles de Gaulle,Paris,France,7:11 PM,Frankfurt Airport,Frankfurt,21.88
WN7161,Southwest Airlines,Los Angeles International,Los Angeles,USA,2:00 AM,San Francisco International,San Francisco,15.68
AV1794,Avianca,El Dorado International,Bogotá,Colombia,10:18 AM,Leonardo da Vinci International,Rome,12.44
KL4926,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,2:05 PM,Charles de Gaulle,Paris,4.14
LA2996,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,3:35 AM,Ministro Pistarini International,Buenos Aires,4.59
IB3737,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,10:38 AM,Charles de Gaulle,Paris,18.76
UA6595,United Airlines,Los Angeles International,Los Angeles,USA,5:09 AM,San Francisco International,San Francisco,3.22
UA8748,United Airlines,Los Angeles International,Los Angeles,USA,4:58 AM,Seattle-Tacoma International,Seattle,7.03
ET7187,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,11:21 PM,Hamad International,Doha,22.24
AM5655,Aeroméxico,Benito Juárez International,Mexico City,Mexico,3:20 AM,O'Hare International,Chicago,4.36
KL9443,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,1:32 AM,Charles de Gaulle,Paris,12.34
IB6339,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,7:43 AM,Auckland Airport,Auckland,13.07
AV6412,Avianca,El Dorado International,Bogotá,Colombia,2:08 PM,O'Hare International,Chicago,21.11
LA3053,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,6:07 AM,Arturo Merino Benítez International,Santiago,18.6
AA3272,American Airlines,John F. Kennedy International,New York,USA,10:15 AM,Hartsfield-Jackson Atlanta,Atlanta,23.9
AV8838,Avianca,El Dorado International,Bogotá,Colombia,11:03 PM,O'Hare International,Chicago,16.05
AA7447,American Airlines,John F. Kennedy International,New York,USA,12:29 AM,Hartsfield-Jackson Atlanta,Atlanta,20.08
AZ3116,Alitalia,Leonardo da Vinci International,Rome,Italy,11:25 PM,Charles de Gaulle,Paris,12.22
UA3319,United Airlines,Los Angeles International,Los Angeles,USA,9:37 PM,San Francisco International,San Francisco,21.67
LH3854,Lufthansa,Frankfurt Airport,Frankfurt,Germany,7:07 PM,Charles de Gaulle,Paris,21.71
EK5250,Emirates,Dubai International,Dubai,UAE,10:56 PM,Hamad International,Doha,17.88
QR3296,Qatar Airways,Hamad International,Doha,Qatar,5:46 AM,Jomo Kenyatta International,Nairobi,13.41
AZ8513,Alitalia,Leonardo da Vinci International,Rome,Italy,8:15 PM,John F. Kennedy International,New York,18.62
BA3590,British Airways,Heathrow,London,UK,3:57 PM,Charles de Gaulle,Paris,12.85
SK2256,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,6:15 PM,Charles de Gaulle,Paris,1.96
QR5078,Qatar Airways,Hamad International,Doha,Qatar,12:05 PM,Ministro Pistarini International,Buenos Aires,2.63
QF2015,Qantas,Sydney Airport,Sydney,Australia,3:35 AM,Melbourne Airport,Melbourne,18.88
UA9725,United Airlines,Los Angeles International,Los Angeles,USA,9:37 PM,San Francisco International,San Francisco,6.93
WN2211,Southwest Airlines,Los Angeles International,Los Angeles,USA,6:28 PM,San Francisco International,San Francisco,16.7
LH6171,Lufthansa,Frankfurt Airport,Frankfurt,Germany,11:05 AM,Charles de Gaulle,Paris,22.74
TG1866,Thai Airways,Suvarnabhumi,Bangkok,Thailand,4:29 AM,Changi,Singapore,22.25
BA5778,British Airways,Heathrow,London,UK,12:28 AM,Charles de Gaulle,Paris,3.88
ET1712,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,8:36 PM,Jomo Kenyatta International,Nairobi,8.63
AC9578,Air Canada,Toronto Pearson,Toronto,Canada,4:15 AM,John F. Kennedy International,New York,1.75
AC5159,Air Canada,Toronto Pearson,Toronto,Canada,2:11 AM,John F. Kennedy International,New York,15.09
NZ8106,Air New Zealand,Auckland Airport,Auckland,New Zealand,9:55 AM,Sydney Airport,Sydney,10.57
LH1740,Lufthansa,Frankfurt Airport,Frankfurt,Germany,7:08 PM,Charles de Gaulle,Paris,19.64
NZ5940,Air New Zealand,Auckland Airport,Auckland,New Zealand,1:50 AM,Sydney Airport,Sydney,19.28
BA8910,British Airways,Heathrow,London,UK,3:40 AM,John F. Kennedy International,New York,3.76
NZ3672,Air New Zealand,Auckland Airport,Auckland,New Zealand,1:16 PM,Sydney Airport,Sydney,3.7
IB9868,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,10:05 PM,Charles de Gaulle,Paris,19.56
AM5336,Aeroméxico,Benito Juárez International,Mexico City,Mexico,5:15 PM,O'Hare International,Chicago,15.15
QR3303,Qatar Airways,Hamad International,Doha,Qatar,11:01 AM,Bole International,Addis Ababa,15.28
AA3153,American Airlines,John F. Kennedy International,New York,USA,1:42 PM,Hartsfield-Jackson Atlanta,Atlanta,6.1
EK2841,Emirates,Dubai International,Dubai,UAE,8:18 AM,Changi,Singapore,11.88
LH3940,Lufthansa,Frankfurt Airport,Frankfurt,Germany,10:36 PM,Charles de Gaulle,Paris,14.43
KE7452,Korean Air,Incheon International,Seoul,South Korea,9:50 PM,Benito Juárez International,Mexico City,17.92
EK1355,Emirates,Dubai International,Dubai,UAE,10:17 PM,Hamad International,Doha,7.93
TG1360,Thai Airways,Suvarnabhumi,Bangkok,Thailand,11:48 PM,Changi,Singapore,2.25
LH2007,Lufthansa,Frankfurt Airport,Frankfurt,Germany,5:56 AM,Charles de Gaulle,Paris,5.05
AZ3825,Alitalia,Leonardo da Vinci International,Rome,Italy,5:21 PM,Charles de Gaulle,Paris,22.71
AI8078,Air India,Indira Gandhi International,Delhi,India,12:20 PM,O.R. Tambo International,Johannesburg,5.0
NH8129,All Nippon Airways,Haneda,Tokyo,Japan,9:18 AM,Incheon International,Seoul,16.51
TG5206,Thai Airways,Suvarnabhumi,Bangkok,Thailand,4:10 PM,Changi,Singapore,3.36
AM6970,Aeroméxico,Benito Juárez International,Mexico City,Mexico,10:19 AM,O'Hare International,Chicago,15.77
CX3334,Cathay Pacific,Hong Kong International,Hong Kong,China,5:12 PM,Changi,Singapore,10.77
QR1607,Qatar Airways,Hamad International,Doha,Qatar,8:23 PM,Bole International,Addis Ababa,10.43
AZ3017,Alitalia,Leonardo da Vinci International,Rome,Italy,3:03 PM,Charles de Gaulle,Paris,21.36
SK1423,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,1:07 AM,Charles de Gaulle,Paris,8.67
AC2255,Air Canada,Toronto Pearson,Toronto,Canada,10:24 PM,John F. Kennedy International,New York,8.1
WN4159,Southwest Airlines,Los Angeles International,Los Angeles,USA,12:12 AM,San Francisco International,San Francisco,14.66
EK8848,Emirates,Dubai International,Dubai,UAE,4:16 AM,Logan International,Boston,6.69
SK5206,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,9:48 AM,Charles de Gaulle,Paris,14.42
ET2634,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,2:01 PM,Hamad International,Doha,15.11
SQ7691,Singapore Airlines,Changi,Singapore,Singapore,9:04 PM,Copenhagen Airport,Copenhagen,3.52
UA7959,United Airlines,Los Angeles International,Los Angeles,USA,2:21 AM,San Francisco International,San Francisco,17.23
LA7812,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,7:52 AM,Seattle-Tacoma International,Seattle,6.3
IB5615,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,12:52 PM,Charles de Gaulle,Paris,19.31
AZ7115,Alitalia,Leonardo da Vinci International,Rome,Italy,7:08 AM,Adolfo Suárez Madrid–Barajas,Madrid,13.15
KE3467,Korean Air,Incheon International,Seoul,South Korea,11:21 AM,Bole International,Addis Ababa,5.22
AF5181,Air France,Charles de Gaulle,Paris,France,1:50 AM,Frankfurt Airport,Frankfurt,20.92
TG3796,Thai Airways,Suvarnabhumi,Bangkok,Thailand,12:16 AM,Jomo Kenyatta International,Nairobi,9.22
UA1144,United Airlines,Los Angeles International,Los Angeles,USA,6:10 AM,San Francisco International,San Francisco,7.79
AF1748,Air France,Charles de Gaulle,Paris,France,9:01 PM,Frankfurt Airport,Frankfurt,9.27
NZ5987,Air New Zealand,Auckland Airport,Auckland,New Zealand,9:52 PM,Sydney Airport,Sydney,5.81
AI2711,Air India,Indira Gandhi International,Delhi,India,10:29 PM,Chhatrapati Shivaji International,Mumbai,12.01
AM1862,Aeroméxico,Benito Juárez International,Mexico City,Mexico,2:18 AM,Arturo Merino Benítez International,Santiago,1.4
QR9657,Qatar Airways,Hamad International,Doha,Qatar,10:49 AM,Jomo Kenyatta International,Nairobi,11.48
LA6064,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,12:26 PM,Miami International,Miami,21.93
ET7697,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,1:42 AM,Hamad International,Doha,21.48
AV9841,Avianca,El Dorado International,Bogotá,Colombia,7:48 PM,O'Hare International,Chicago,20.26
AV9464,Avianca,El Dorado International,Bogotá,Colombia,10:35 PM,O'Hare International,Chicago,7.68
LA9322,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,1:03 AM,Hartsfield-Jackson Atlanta,Atlanta,3.61
KE6873,Korean Air,Incheon International,Seoul,South Korea,4:35 AM,Jomo Kenyatta International,Nairobi,12.05
AZ6073,Alitalia,Leonardo da Vinci International,Rome,Italy,6:12 PM,Heathrow,London,3.07
IB7758,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,6:22 AM,Charles de Gaulle,Paris,21.37
KL8992,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,5:39 AM,Charles de Gaulle,Paris,19.45
LH1888,Lufthansa,Frankfurt Airport,Frankfurt,Germany,2:09 AM,Charles de Gaulle,Paris,23.0
BA8519,British Airways,Heathrow,London,UK,8:56 PM,Chhatrapati Shivaji International,Mumbai,7.3
BA7961,British Airways,Heathrow,London,UK,5:23 PM,Charles de Gaulle,Paris,23.73
SQ7868,Singapore Airlines,Changi,Singapore,Singapore,8:05 AM,Beijing Capital International,Beijing,5.48
NZ3326,Air New Zealand,Auckland Airport,Auckland,New Zealand,11:39 PM,Sydney Airport,Sydney,15.65
SK5314,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,1:46 AM,Zurich Airport,Zurich,17.47
QF8486,Qantas,Sydney Airport,Sydney,Australia,7:27 PM,Haneda,Tokyo,3.02
AI9645,Air India,Indira Gandhi International,Delhi,India,11:09 AM,Vienna International,Vienna,22.02
KE9074,Korean Air,Incheon International,Seoul,South Korea,12:06 PM,Haneda,Tokyo,5.93
AM4372,Aeroméxico,Benito Juárez International,Mexico City,Mexico,10:03 PM,O'Hare International,Chicago,2.87
IB9753,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,11:13 PM,Heathrow,London,16.64
AM3107,Aeroméxico,Benito Juárez International,Mexico City,Mexico,7:09 AM,O'Hare International,Chicago,12.23
BA2226,British Airways,Heathrow,London,UK,4:01 AM,Zurich Airport,Zurich,15.84
SQ3555,Singapore Airlines,Changi,Singapore,Singapore,11:40 AM,Beijing Capital International,Beijing,22.09
QR2546,Qatar Airways,Hamad International,Doha,Qatar,4:40 AM,Bole International,Addis Ababa,13.92
BA2372,British Airways,Heathrow,London,UK,12:47 PM,Charles de Gaulle,Paris,17.73
BA9110,British Airways,Heathrow,London,UK,7:35 PM,Charles de Gaulle,Paris,15.5
KE9265,Korean Air,Incheon International,Seoul,South Korea,3:50 AM,Haneda,Tokyo,20.58
AV2744,Avianca,El Dorado International,Bogotá,Colombia,10:22 PM,O'Hare International,Chicago,21.61
QF8551,Qantas,Sydney Airport,Sydney,Australia,8:06 PM,Melbourne Airport,Melbourne,19.33
AA4958,American Airlines,John F. Kennedy International,New York,USA,8:52 AM,Hartsfield-Jackson Atlanta,Atlanta,23.16
QF4698,Qantas,Sydney Airport,Sydney,Australia,4:37 PM,Melbourne Airport,Melbourne,4.04
LA4035,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,7:30 PM,Hamad International,Doha,17.06
AZ7021,Alitalia,Leonardo da Vinci International,Rome,Italy,12:35 AM,Charles de Gaulle,Paris,21.59
NH7897,All Nippon Airways,Haneda,Tokyo,Japan,10:21 PM,Cape Town International,Cape Town,18.26
ET5592,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,2:01 PM,Hamad International,Doha,20.81
BA5778,British Airways,Heathrow,London,UK,8:46 AM,Charles de Gaulle,Paris,6.71
CX1515,Cathay Pacific,Hong Kong International,Hong Kong,China,6:37 AM,Changi,Singapore,22.77
TG2442,Thai Airways,Suvarnabhumi,Bangkok,Thailand,12:47 AM,Changi,Singapore,18.75
DL8128,Delta Air Lines,John F. Kennedy International,New York,USA,12:03 AM,Hartsfield-Jackson Atlanta,Atlanta,10.45
AM6493,Aeroméxico,Benito Juárez International,Mexico City,Mexico,9:27 AM,Dallas/Fort Worth International,Dallas,15.14
UA8973,United Airlines,Los Angeles International,Los Angeles,USA,10:26 PM,San Francisco International,San Francisco,10.84
WN8141,Southwest Airlines,Los Angeles International,Los Angeles,USA,1:58 AM,San Francisco International,San Francisco,19.38
SK7480,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,5:11 AM,Charles de Gaulle,Paris,12.77
SK1678,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,12:30 PM,Charles de Gaulle,Paris,7.71
SK3209,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,2:41 AM,Charles de Gaulle,Paris,22.9
WN4006,Southwest Airlines,Los Angeles International,Los Angeles,USA,3:15 PM,San Francisco International,San Francisco,14.88
AZ7822,Alitalia,Leonardo da Vinci International,Rome,Italy,9:35 PM,Charles de Gaulle,Paris,15.67
NH8558,All Nippon Airways,Haneda,Tokyo,Japan,10:47 AM,Dubai International,Dubai,22.26
SK2196,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,10:32 PM,El Dorado International,Bogotá,9.81
AC4673,Air Canada,Toronto Pearson,Toronto,Canada,11:30 AM,Arturo Merino Benítez International,Santiago,5.77
SQ7992,Singapore Airlines,Changi,Singapore,Singapore,3:56 AM,Brisbane Airport,Brisbane,16.59
IB4476,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,11:17 PM,Charles de Gaulle,Paris,15.49
CX2774,Cathay Pacific,Hong Kong International,Hong Kong,China,7:30 AM,Changi,Singapore,19.94
AI6849,Air India,Indira Gandhi International,Delhi,India,2:36 AM,Chhatrapati Shivaji International,Mumbai,13.35
NZ2284,Air New Zealand,Auckland Airport,Auckland,New Zealand,8:52 PM,Sydney Airport,Sydney,6.96
UA8589,United Airlines,Los Angeles International,Los Angeles,USA,11:45 AM,Adolfo Suárez Madrid–Barajas,Madrid,9.93
SA4414,South African Airways,O.R. Tambo International,Johannesburg,South Africa,9:32 PM,Chhatrapati Shivaji International,Mumbai,16.5
DL7717,Delta Air Lines,John F. Kennedy International,New York,USA,2:35 AM,Hartsfield-Jackson Atlanta,Atlanta,1.97
LH4045,Lufthansa,Frankfurt Airport,Frankfurt,Germany,2:34 AM,Charles de Gaulle,Paris,9.85
AA4484,American Airlines,John F. Kennedy International,New York,USA,1:24 AM,Hartsfield-Jackson Atlanta,Atlanta,16.42
NH6836,All Nippon Airways,Haneda,Tokyo,Japan,5:25 PM,Incheon International,Seoul,10.79
UA9363,United Airlines,Los Angeles International,Los Angeles,USA,9:08 PM,San Francisco International,San Francisco,9.64
KE1526,Korean Air,Incheon International,Seoul,South Korea,10:28 PM,Chhatrapati Shivaji International,Mumbai,12.12
WN8234,Southwest Airlines,Los Angeles International,Los Angeles,USA,4:02 PM,Auckland Airport,Auckland,4.05
AM9145,Aeroméxico,Benito Juárez International,Mexico City,Mexico,12:12 PM,O'Hare International,Chicago,12.66
BA5886,British Airways,Heathrow,London,UK,3:13 PM,Brisbane Airport,Brisbane,6.07
CX3334,Cathay Pacific,Hong Kong International,Hong Kong,China,3:35 AM,Changi,Singapore,12.37
WN3136,Southwest Airlines,Los Angeles International,Los Angeles,USA,9:09 PM,John F. Kennedy International,New York,9.65
CX7797,Cathay Pacific,Hong Kong International,Hong Kong,China,4:32 AM,Changi,Singapore,4.28
AM6970,Aeroméxico,Benito Juárez International,Mexico City,Mexico,4:46 AM,O'Hare International,Chicago,5.15
ET6025,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,10:58 AM,Changi,Singapore,6.95
TG3079,Thai Airways,Suvarnabhumi,Bangkok,Thailand,3:08 AM,Hong Kong International,Hong Kong,11.44
CX5078,Cathay Pacific,Hong Kong International,Hong Kong,China,3:36 AM,Changi,Singapore,4.2
DL5196,Delta Air Lines,John F. Kennedy International,New York,USA,8:35 AM,Hartsfield-Jackson Atlanta,Atlanta,22.98
NZ1680,Air New Zealand,Auckland Airport,Auckland,New Zealand,2:12 AM,Sydney Airport,Sydney,11.93
AI2581,Air India,Indira Gandhi International,Delhi,India,7:29 AM,Chhatrapati Shivaji International,Mumbai,12.1
AC7380,Air Canada,Toronto Pearson,Toronto,Canada,4:38 AM,John F. Kennedy International,New York,9.77
SK9544,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,7:14 PM,Charles de Gaulle,Paris,21.81
NH4854,All Nippon Airways,Haneda,Tokyo,Japan,9:34 AM,Incheon International,Seoul,12.41
QF5992,Qantas,Sydney Airport,Sydney,Australia,2:52 PM,Charles de Gaulle,Paris,11.53
ET1495,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,5:49 AM,Frankfurt Airport,Frankfurt,5.01
ET5694,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,10:31 AM,Amsterdam Airport Schiphol,Amsterdam,3.9
TG6044,Thai Airways,Suvarnabhumi,Bangkok,Thailand,7:53 PM,Changi,Singapore,2.94
AA9121,American Airlines,John F. Kennedy International,New York,USA,5:37 PM,Hartsfield-Jackson Atlanta,Atlanta,19.79
BA7908,British Airways,Heathrow,London,UK,5:42 PM,Charles de Gaulle,Paris,10.43
AI9310,Air India,Indira Gandhi International,Delhi,India,12:39 PM,Changi,Singapore,16.97
AA5224,American Airlines,John F. Kennedy International,New York,USA,12:54 AM,Hartsfield-Jackson Atlanta,Atlanta,7.46
TG7596,Thai Airways,Suvarnabhumi,Bangkok,Thailand,4:37 PM,Seattle-Tacoma International,Seattle,2.48
CX6106,Cathay Pacific,Hong Kong International,Hong Kong,China,8:54 AM,Changi,Singapore,7.36
KE9386,Korean Air,Incheon International,Seoul,South Korea,10:55 PM,Sydney Airport,Sydney,1.93
AI6834,Air India,Indira Gandhi International,Delhi,India,7:13 PM,Chhatrapati Shivaji International,Mumbai,21.14
QR7515,Qatar Airways,Hamad International,Doha,Qatar,7:12 AM,Bole International,Addis Ababa,21.21
KE8507,Korean Air,Incheon International,Seoul,South Korea,4:54 PM,Haneda,Tokyo,12.67
SQ6124,Singapore Airlines,Changi,Singapore,Singapore,10:42 PM,Beijing Capital International,Beijing,17.11
LA1908,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,10:21 PM,Ministro Pistarini International,Buenos Aires,11.41
IB5239,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,7:05 PM,Amsterdam Airport Schiphol,Amsterdam,13.52
AA7774,American Airlines,John F. Kennedy International,New York,USA,1:23 PM,Hartsfield-Jackson Atlanta,Atlanta,1.2
QR7454,Qatar Airways,Hamad International,Doha,Qatar,4:02 AM,Bole International,Addis Ababa,18.06
NH3141,All Nippon Airways,Haneda,Tokyo,Japan,1:44 AM,Incheon International,Seoul,10.33
SK1252,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,11:22 AM,Charles de Gaulle,Paris,16.26
QF1128,Qantas,Sydney Airport,Sydney,Australia,6:54 AM,Melbourne Airport,Melbourne,20.19
EK2641,Emirates,Dubai International,Dubai,UAE,4:40 AM,Hamad International,Doha,20.2
SQ5275,Singapore Airlines,Changi,Singapore,Singapore,2:18 AM,Melbourne Airport,Melbourne,20.32
SK4098,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,4:35 PM,Adolfo Suárez Madrid–Barajas,Madrid,12.69
TG4488,Thai Airways,Suvarnabhumi,Bangkok,Thailand,10:39 AM,Changi,Singapore,1.98
AC6909,Air Canada,Toronto Pearson,Toronto,Canada,9:25 AM,John F. Kennedy International,New York,14.39
AM2197,Aeroméxico,Benito Juárez International,Mexico City,Mexico,8:39 AM,O'Hare International,Chicago,7.82
DL3425,Delta Air Lines,John F. Kennedy International,New York,USA,10:15 PM,Logan International,Boston,10.98
QF2853,Qantas,Sydney Airport,Sydney,Australia,8:30 AM,Vienna International,Vienna,18.54
NH9125,All Nippon Airways,Haneda,Tokyo,Japan,7:25 AM,Incheon International,Seoul,4.42
QR7416,Qatar Airways,Hamad International,Doha,Qatar,4:40 AM,Suvarnabhumi,Bangkok,1.75
LH3012,Lufthansa,Frankfurt Airport,Frankfurt,Germany,4:18 PM,Charles de Gaulle,Paris,19.68
KL8738,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,2:31 PM,Chhatrapati Shivaji International,Mumbai,6.89
KE1926,Korean Air,Incheon International,Seoul,South Korea,1:52 AM,Haneda,Tokyo,7.66
SQ2653,Singapore Airlines,Changi,Singapore,Singapore,5:59 AM,Beijing Capital International,Beijing,4.43
AZ8044,Alitalia,Leonardo da Vinci International,Rome,Italy,11:14 PM,Charles de Gaulle,Paris,4.94
AI2595,Air India,Indira Gandhi International,Delhi,India,10:06 AM,Chhatrapati Shivaji International,Mumbai,13.97
QR3382,Qatar Airways,Hamad International,Doha,Qatar,12:08 PM,Bole International,Addis Ababa,8.45
NH8860,All Nippon Airways,Haneda,Tokyo,Japan,10:46 AM,Incheon International,Seoul,11.45
QR3327,Qatar Airways,Hamad International,Doha,Qatar,3:00 PM,Incheon International,Seoul,23.45
LA3981,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,3:00 PM,Ministro Pistarini International,Buenos Aires,9.12
ET4335,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,1:11 PM,Hamad International,Doha,5.28
QR1958,Qatar Airways,Hamad International,Doha,Qatar,1:32 AM,Ministro Pistarini International,Buenos Aires,16.02
AA7542,American Airlines,John F. Kennedy International,New York,USA,7:01 PM,Toronto Pearson,Toronto,18.51
NH9125,All Nippon Airways,Haneda,Tokyo,Japan,9:36 PM,Incheon International,Seoul,4.14
AV9215,Avianca,El Dorado International,Bogotá,Colombia,10:38 PM,O'Hare International,Chicago,5.47
SK1604,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,6:50 AM,Charles de Gaulle,Paris,2.9
UA2884,United Airlines,Los Angeles International,Los Angeles,USA,12:31 PM,Seattle-Tacoma International,Seattle,3.07
AI3634,Air India,Indira Gandhi International,Delhi,India,11:31 AM,Chhatrapati Shivaji International,Mumbai,9.84
AI2516,Air India,Indira Gandhi International,Delhi,India,11:59 AM,Chhatrapati Shivaji International,Mumbai,19.72
AA8464,American Airlines,John F. Kennedy International,New York,USA,11:25 AM,Hartsfield-Jackson Atlanta,Atlanta,23.58
WN9133,Southwest Airlines,Los Angeles International,Los Angeles,USA,6:48 AM,San Francisco International,San Francisco,21.88
AF8075,Air France,Charles de Gaulle,Paris,France,6:44 AM,Frankfurt Airport,Frankfurt,8.06
KE6811,Korean Air,Incheon International,Seoul,South Korea,11:46 PM,Haneda,Tokyo,4.52
EK7537,Emirates,Dubai International,Dubai,UAE,4:46 PM,Hamad International,Doha,10.08
KE1438,Korean Air,Incheon International,Seoul,South Korea,5:14 PM,Changi,Singapore,8.77
SK4476,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,10:11 PM,Charles de Gaulle,Paris,8.05
AC8181,Air Canada,Toronto Pearson,Toronto,Canada,11:36 PM,John F. Kennedy International,New York,16.84
BA7341,British Airways,Heathrow,London,UK,11:15 AM,Charles de Gaulle,Paris,2.56
SA7375,South African Airways,O.R. Tambo International,Johannesburg,South Africa,3:13 PM,Charles de Gaulle,Paris,14.24
KL7531,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,5:49 AM,Charles de Gaulle,Paris,12.2
SA5698,South African Airways,O.R. Tambo International,Johannesburg,South Africa,9:14 AM,Charles de Gaulle,Paris,2.26
QR3188,Qatar Airways,Hamad International,Doha,Qatar,9:16 PM,Beijing Capital International,Beijing,4.65
